id,generic_type,specific_type,class
dbpedia_361,dbo:Location,dbo:State,1
dbpedia_361,dbo:Location,dbo:Street,0
dbpedia_361,dbo:Location,dbo:PopulatedPlace,1
dbpedia_361,dbo:Location,dbo:SkiResort,0
dbpedia_361,dbo:Location,dbo:Place,1
dbpedia_361,dbo:Location,dbo:CelestialBody,0
dbpedia_361,dbo:Location,dbo:Location,1
dbpedia_361,dbo:Location,dbo:Currency,0
dbpedia_21417,dbo:Agent,dbo:Company,1
dbpedia_21417,dbo:Agent,dbo:PoliticalParty,0
dbpedia_21417,dbo:Agent,dbo:Organisation,1
dbpedia_21417,dbo:Agent,dbo:Family,0
dbpedia_21417,dbo:Agent,dbo:Agent,1
dbpedia_21417,dbo:Agent,dbo:BaseballTeam,0
dbpedia_10506,dbo:Location,dbo:RailwayLine,1
dbpedia_10506,dbo:Location,dbo:RailwayLine,0
dbpedia_10506,dbo:Location,dbo:RouteOfTransportation,1
dbpedia_10506,dbo:Location,dbo:Airport,0
dbpedia_10506,dbo:Location,dbo:Infrastructure,1
dbpedia_10506,dbo:Location,dbo:Zoo,0
dbpedia_10506,dbo:Location,dbo:ArchitecturalStructure,1
dbpedia_10506,dbo:Location,dbo:SkiResort,0
dbpedia_10506,dbo:Location,dbo:Place,1
dbpedia_10506,dbo:Location,dbo:CelestialBody,0
dbpedia_10506,dbo:Location,dbo:Location,1
dbpedia_10506,dbo:Location,dbo:Activity,0
dbpedia_14256,dbo:Event,dbo:Tournament,1
dbpedia_14256,dbo:Event,dbo:Tournament,0
dbpedia_14256,dbo:Event,dbo:SportsEvent,1
dbpedia_14256,dbo:Event,dbo:Election,0
dbpedia_14256,dbo:Event,dbo:SocietalEvent,1
dbpedia_14256,dbo:Event,dbo:SocietalEvent,0
dbpedia_14256,dbo:Event,dbo:Event,1
dbpedia_14256,dbo:Event,dbo:Person,0
dbpedia_15537,dbo:Award,dbo:Award,1
dbpedia_15537,dbo:Award,dbo:Biomolecule,0
dbpedia_7404,dbo:Location,dbo:City,1
dbpedia_7404,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_7404,dbo:Location,dbo:Settlement,1
dbpedia_7404,dbo:Location,dbo:Department,0
dbpedia_7404,dbo:Location,dbo:PopulatedPlace,1
dbpedia_7404,dbo:Location,dbo:SkiResort,0
dbpedia_7404,dbo:Location,dbo:Place,1
dbpedia_7404,dbo:Location,dbo:CelestialBody,0
dbpedia_7404,dbo:Location,dbo:Location,1
dbpedia_7404,dbo:Location,dbo:Activity,0
dbpedia_18914,dbo:Agent,dbo:RecordLabel,1
dbpedia_18914,dbo:Agent,dbo:RecordLabel,0
dbpedia_18914,dbo:Agent,dbo:Company,1
dbpedia_18914,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18914,dbo:Agent,dbo:Organisation,1
dbpedia_18914,dbo:Agent,dbo:Family,0
dbpedia_18914,dbo:Agent,dbo:Agent,1
dbpedia_18914,dbo:Agent,dbo:Biomolecule,0
dbpedia_3520,dbo:Agent,dbo:Person,1
dbpedia_3520,dbo:Agent,dbo:Family,0
dbpedia_3520,dbo:Agent,dbo:Agent,1
dbpedia_3520,dbo:Agent,dbo:MeanOfTransportation,0
dbpedia_12878,dbo:PersonFunction,dbo:Profession,1
dbpedia_12878,dbo:PersonFunction,dbo:Profession,0
dbpedia_12878,dbo:PersonFunction,dbo:PersonFunction,1
dbpedia_12878,dbo:PersonFunction,dbo:HorseRace,0
dbpedia_16682,dbo:Agent,dbo:Person,1
dbpedia_16682,dbo:Agent,dbo:Family,0
dbpedia_16682,dbo:Agent,dbo:Agent,1
dbpedia_16682,dbo:Agent,dbo:Museum,0
dbpedia_11139,dbo:Agent,dbo:Company,1
dbpedia_11139,dbo:Agent,dbo:PoliticalParty,0
dbpedia_11139,dbo:Agent,dbo:Organisation,1
dbpedia_11139,dbo:Agent,dbo:Family,0
dbpedia_11139,dbo:Agent,dbo:Agent,1
dbpedia_11139,dbo:Agent,dbo:Country,0
dbpedia_10396,dbo:Disease,dbo:Disease,1
dbpedia_10396,dbo:Disease,dbo:Person,0
dbpedia_21405,dbo:Agent,dbo:Writer,1
dbpedia_21405,dbo:Agent,dbo:Host,0
dbpedia_21405,dbo:Agent,dbo:Person,1
dbpedia_21405,dbo:Agent,dbo:Family,0
dbpedia_21405,dbo:Agent,dbo:Agent,1
dbpedia_21405,dbo:Agent,dbo:EthnicGroup,0
dbpedia_6522,dbo:Agent,dbo:University,1
dbpedia_6522,dbo:Agent,dbo:Library,0
dbpedia_6522,dbo:Agent,dbo:EducationalInstitution,1
dbpedia_6522,dbo:Agent,dbo:PoliticalParty,0
dbpedia_6522,dbo:Agent,dbo:Organisation,1
dbpedia_6522,dbo:Agent,dbo:Family,0
dbpedia_6522,dbo:Agent,dbo:Agent,1
dbpedia_6522,dbo:Agent,dbo:PersonFunction,0
dbpedia_8322,dbo:ChemicalSubstance,dbo:ChemicalCompound,1
dbpedia_8322,dbo:ChemicalSubstance,dbo:Mineral,0
dbpedia_8322,dbo:ChemicalSubstance,dbo:ChemicalSubstance,1
dbpedia_8322,dbo:ChemicalSubstance,dbo:Museum,0
dbpedia_19856,dbo:Location,dbo:Country,1
dbpedia_19856,dbo:Location,dbo:Department,0
dbpedia_19856,dbo:Location,dbo:Continent,1
dbpedia_19856,dbo:Location,dbo:Street,0
dbpedia_19856,dbo:Location,dbo:PopulatedPlace,1
dbpedia_19856,dbo:Location,dbo:SkiResort,0
dbpedia_19856,dbo:Location,dbo:Place,1
dbpedia_19856,dbo:Location,dbo:CelestialBody,0
dbpedia_19856,dbo:Location,dbo:Location,1
dbpedia_19856,dbo:Location,dbo:EthnicGroup,0
dbpedia_20197,dbo:Agent,dbo:Writer,1
dbpedia_20197,dbo:Agent,dbo:Host,0
dbpedia_20197,dbo:Agent,dbo:Person,1
dbpedia_20197,dbo:Agent,dbo:Family,0
dbpedia_20197,dbo:Agent,dbo:Agent,1
dbpedia_20197,dbo:Agent,dbo:Food,0
dbpedia_8483,dbo:Agent,dbo:Person,1
dbpedia_8483,dbo:Agent,dbo:Family,0
dbpedia_8483,dbo:Agent,dbo:Agent,1
dbpedia_8483,dbo:Agent,dbo:Holiday,0
dbpedia_8924,dbo:Agent,dbo:PoliticalParty,1
dbpedia_8924,dbo:Agent,dbo:PoliticalParty,0
dbpedia_8924,dbo:Agent,dbo:Organisation,1
dbpedia_8924,dbo:Agent,dbo:Family,0
dbpedia_8924,dbo:Agent,dbo:Agent,1
dbpedia_8924,dbo:Agent,dbo:Media,0
dbpedia_18019,dbo:Location,dbo:Country,1
dbpedia_18019,dbo:Location,dbo:Department,0
dbpedia_18019,dbo:Location,dbo:PopulatedPlace,1
dbpedia_18019,dbo:Location,dbo:SkiResort,0
dbpedia_18019,dbo:Location,dbo:Place,1
dbpedia_18019,dbo:Location,dbo:CelestialBody,0
dbpedia_18019,dbo:Location,dbo:Location,1
dbpedia_18019,dbo:Location,dbo:EthnicGroup,0
dbpedia_5716,dbo:Location,dbo:Country,1
dbpedia_5716,dbo:Location,dbo:Department,0
dbpedia_5716,dbo:Location,dbo:State,1
dbpedia_5716,dbo:Location,dbo:Street,0
dbpedia_5716,dbo:Location,dbo:PopulatedPlace,1
dbpedia_5716,dbo:Location,dbo:SkiResort,0
dbpedia_5716,dbo:Location,dbo:Place,1
dbpedia_5716,dbo:Location,dbo:CelestialBody,0
dbpedia_5716,dbo:Location,dbo:Location,1
dbpedia_5716,dbo:Location,dbo:Work,0
dbpedia_18312,dbo:Agent,dbo:Company,1
dbpedia_18312,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18312,dbo:Agent,dbo:Organisation,1
dbpedia_18312,dbo:Agent,dbo:Family,0
dbpedia_18312,dbo:Agent,dbo:Agent,1
dbpedia_18312,dbo:Agent,dbo:Species,0
dbpedia_23301,dbo:Location,dbo:Country,1
dbpedia_23301,dbo:Location,dbo:Department,0
dbpedia_23301,dbo:Location,dbo:PopulatedPlace,1
dbpedia_23301,dbo:Location,dbo:SkiResort,0
dbpedia_23301,dbo:Location,dbo:Place,1
dbpedia_23301,dbo:Location,dbo:CelestialBody,0
dbpedia_23301,dbo:Location,dbo:Location,1
dbpedia_23301,dbo:Location,dbo:Biomolecule,0
dbpedia_12953,dbo:Agent,dbo:Person,1
dbpedia_12953,dbo:Agent,dbo:Family,0
dbpedia_12953,dbo:Agent,dbo:Agent,1
dbpedia_12953,dbo:Agent,dbo:River,0
dbpedia_20328,dbo:Event,dbo:MilitaryConflict,1
dbpedia_20328,dbo:Event,dbo:Election,0
dbpedia_20328,dbo:Event,dbo:SocietalEvent,1
dbpedia_20328,dbo:Event,dbo:SocietalEvent,0
dbpedia_20328,dbo:Event,dbo:Event,1
dbpedia_20328,dbo:Event,dbo:OfficeHolder,0
dbpedia_14506,dbo:Agent,dbo:Person,1
dbpedia_14506,dbo:Agent,dbo:Family,0
dbpedia_14506,dbo:Agent,dbo:Agent,1
dbpedia_14506,dbo:Agent,dbo:City,0
dbpedia_21758,dbo:Location,dbo:City,1
dbpedia_21758,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_21758,dbo:Location,dbo:Settlement,1
dbpedia_21758,dbo:Location,dbo:Department,0
dbpedia_21758,dbo:Location,dbo:PopulatedPlace,1
dbpedia_21758,dbo:Location,dbo:SkiResort,0
dbpedia_21758,dbo:Location,dbo:Place,1
dbpedia_21758,dbo:Location,dbo:CelestialBody,0
dbpedia_21758,dbo:Location,dbo:Location,1
dbpedia_21758,dbo:Location,dbo:Activity,0
dbpedia_21068,dbo:Agent,dbo:Person,1
dbpedia_21068,dbo:Agent,dbo:Family,0
dbpedia_21068,dbo:Agent,dbo:Agent,1
dbpedia_21068,dbo:Agent,dbo:AnatomicalStructure,0
dbpedia_13753,dbo:Agent,dbo:Person,1
dbpedia_13753,dbo:Agent,dbo:Family,0
dbpedia_13753,dbo:Agent,dbo:Agent,1
dbpedia_13753,dbo:Agent,dbo:OfficeHolder,0
dbpedia_10286,dbo:Agent,dbo:PoliticalParty,1
dbpedia_10286,dbo:Agent,dbo:PoliticalParty,0
dbpedia_10286,dbo:Agent,dbo:Organisation,1
dbpedia_10286,dbo:Agent,dbo:Family,0
dbpedia_10286,dbo:Agent,dbo:Agent,1
dbpedia_10286,dbo:Agent,dbo:BaseballTeam,0
dbpedia_6904,dbo:TopicalConcept,dbo:Taxon,1
dbpedia_6904,dbo:TopicalConcept,dbo:Type,0
dbpedia_6904,dbo:TopicalConcept,dbo:TopicalConcept,1
dbpedia_6904,dbo:TopicalConcept,dbo:Person,0
dbpedia_7430,dbo:Agent,dbo:Person,1
dbpedia_7430,dbo:Agent,dbo:Family,0
dbpedia_7430,dbo:Agent,dbo:Agent,1
dbpedia_7430,dbo:Agent,dbo:Location,0
dbpedia_6753,dbo:Language,dbo:ProgrammingLanguage,1
dbpedia_6753,dbo:Language,dbo:ProgrammingLanguage,0
dbpedia_6753,dbo:Language,dbo:Language,1
dbpedia_6753,dbo:Language,dbo:Country,0
dbpedia_11547,dbo:Location,dbo:Country,1
dbpedia_11547,dbo:Location,dbo:Department,0
dbpedia_11547,dbo:Location,dbo:State,1
dbpedia_11547,dbo:Location,dbo:Street,0
dbpedia_11547,dbo:Location,dbo:PopulatedPlace,1
dbpedia_11547,dbo:Location,dbo:SkiResort,0
dbpedia_11547,dbo:Location,dbo:Place,1
dbpedia_11547,dbo:Location,dbo:CelestialBody,0
dbpedia_11547,dbo:Location,dbo:Location,1
dbpedia_11547,dbo:Location,dbo:City,0
dbpedia_7574,dbo:Work,dbo:Work,1
dbpedia_7574,dbo:Work,dbo:MountainRange,0
dbpedia_22960,dbo:Agent,dbo:MilitaryUnit,1
dbpedia_22960,dbo:Agent,dbo:PoliticalParty,0
dbpedia_22960,dbo:Agent,dbo:Organisation,1
dbpedia_22960,dbo:Agent,dbo:Family,0
dbpedia_22960,dbo:Agent,dbo:Agent,1
dbpedia_22960,dbo:Agent,dbo:Country,0
dbpedia_645,dbo:ChemicalSubstance,dbo:ChemicalCompound,1
dbpedia_645,dbo:ChemicalSubstance,dbo:Mineral,0
dbpedia_645,dbo:ChemicalSubstance,dbo:ChemicalSubstance,1
dbpedia_645,dbo:ChemicalSubstance,dbo:Device,0
dbpedia_15017,dbo:Agent,dbo:Person,1
dbpedia_15017,dbo:Agent,dbo:Family,0
dbpedia_15017,dbo:Agent,dbo:Agent,1
dbpedia_15017,dbo:Agent,dbo:Species,0
dbpedia_8875,dbo:Agent,dbo:Person,1
dbpedia_8875,dbo:Agent,dbo:Family,0
dbpedia_8875,dbo:Agent,dbo:Agent,1
dbpedia_8875,dbo:Agent,dbo:PublicService,0
dbpedia_5575,dbo:Agent,dbo:Company,1
dbpedia_5575,dbo:Agent,dbo:PoliticalParty,0
dbpedia_5575,dbo:Agent,dbo:Organisation,1
dbpedia_5575,dbo:Agent,dbo:Family,0
dbpedia_5575,dbo:Agent,dbo:Agent,1
dbpedia_5575,dbo:Agent,dbo:Holiday,0
dbpedia_18865,dbo:Agent,dbo:BasketballTeam,1
dbpedia_18865,dbo:Agent,dbo:BaseballTeam,0
dbpedia_18865,dbo:Agent,dbo:SoccerClub,1
dbpedia_18865,dbo:Agent,dbo:CyclingTeam,0
dbpedia_18865,dbo:Agent,dbo:SportsTeam,1
dbpedia_18865,dbo:Agent,dbo:PoliticalParty,0
dbpedia_18865,dbo:Agent,dbo:Organisation,1
dbpedia_18865,dbo:Agent,dbo:Family,0
dbpedia_18865,dbo:Agent,dbo:Agent,1
dbpedia_18865,dbo:Agent,dbo:SoccerClub,0
dbpedia_19837,dbo:Agent,dbo:MusicalArtist,1
dbpedia_19837,dbo:Agent,dbo:Host,0
dbpedia_19837,dbo:Agent,dbo:Person,1
dbpedia_19837,dbo:Agent,dbo:Family,0
dbpedia_19837,dbo:Agent,dbo:Agent,1
dbpedia_19837,dbo:Agent,dbo:BaseballTeam,0
dbpedia_17911,dbo:Location,dbo:Country,1
dbpedia_17911,dbo:Location,dbo:Department,0
dbpedia_17911,dbo:Location,dbo:State,1
dbpedia_17911,dbo:Location,dbo:Street,0
dbpedia_17911,dbo:Location,dbo:PopulatedPlace,1
dbpedia_17911,dbo:Location,dbo:SkiResort,0
dbpedia_17911,dbo:Location,dbo:Place,1
dbpedia_17911,dbo:Location,dbo:CelestialBody,0
dbpedia_17911,dbo:Location,dbo:Location,1
dbpedia_17911,dbo:Location,dbo:MountainRange,0
dbpedia_2612,dbo:Agent,dbo:MilitaryUnit,1
dbpedia_2612,dbo:Agent,dbo:PoliticalParty,0
dbpedia_2612,dbo:Agent,dbo:Organisation,1
dbpedia_2612,dbo:Agent,dbo:Family,0
dbpedia_2612,dbo:Agent,dbo:Agent,1
dbpedia_2612,dbo:Agent,dbo:Event,0
dbpedia_1849,dbo:Agent,dbo:Person,1
dbpedia_1849,dbo:Agent,dbo:Family,0
dbpedia_1849,dbo:Agent,dbo:Agent,1
dbpedia_1849,dbo:Agent,dbo:MountainRange,0
dbpedia_2529,dbo:Award,dbo:Award,1
dbpedia_2529,dbo:Award,dbo:Activity,0
dbpedia_9590,dbo:Agent,dbo:University,1
dbpedia_9590,dbo:Agent,dbo:Library,0
dbpedia_9590,dbo:Agent,dbo:EducationalInstitution,1
dbpedia_9590,dbo:Agent,dbo:PoliticalParty,0
dbpedia_9590,dbo:Agent,dbo:Organisation,1
dbpedia_9590,dbo:Agent,dbo:Family,0
dbpedia_9590,dbo:Agent,dbo:Agent,1
dbpedia_9590,dbo:Agent,dbo:Holiday,0
dbpedia_20251,dbo:Work,dbo:TelevisionShow,1
dbpedia_20251,dbo:Work,dbo:Website,0
dbpedia_20251,dbo:Work,dbo:Work,1
dbpedia_20251,dbo:Work,dbo:River,0
dbpedia_2675,dbo:Location,dbo:Galaxy,1
dbpedia_2675,dbo:Location,dbo:Star,0
dbpedia_2675,dbo:Location,dbo:CelestialBody,1
dbpedia_2675,dbo:Location,dbo:CelestialBody,0
dbpedia_2675,dbo:Location,dbo:Place,1
dbpedia_2675,dbo:Location,dbo:SoccerPlayer,0
dbpedia_2675,dbo:Location,dbo:Location,1
dbpedia_2675,dbo:Location,dbo:EthnicGroup,0
dbpedia_7439,dbo:Location,dbo:Country,1
dbpedia_7439,dbo:Location,dbo:Department,0
dbpedia_7439,dbo:Location,dbo:State,1
dbpedia_7439,dbo:Location,dbo:Street,0
dbpedia_7439,dbo:Location,dbo:PopulatedPlace,1
dbpedia_7439,dbo:Location,dbo:SkiResort,0
dbpedia_7439,dbo:Location,dbo:Place,1
dbpedia_7439,dbo:Location,dbo:CelestialBody,0
dbpedia_7439,dbo:Location,dbo:Location,1
dbpedia_7439,dbo:Location,dbo:Flag,0
dbpedia_11500,dbo:Location,dbo:River,1
dbpedia_11500,dbo:Location,dbo:River,0
dbpedia_11500,dbo:Location,dbo:Stream,1
dbpedia_11500,dbo:Location,dbo:Lake,0
dbpedia_11500,dbo:Location,dbo:BodyOfWater,1
dbpedia_11500,dbo:Location,dbo:Crater,0
dbpedia_11500,dbo:Location,dbo:NaturalPlace,1
dbpedia_11500,dbo:Location,dbo:SkiResort,0
dbpedia_11500,dbo:Location,dbo:Place,1
dbpedia_11500,dbo:Location,dbo:CelestialBody,0
dbpedia_11500,dbo:Location,dbo:Location,1
dbpedia_11500,dbo:Location,dbo:HorseRace,0
dbpedia_3788,dbo:Device,dbo:Weapon,1
dbpedia_3788,dbo:Device,dbo:Weapon,0
dbpedia_3788,dbo:Device,dbo:Device,1
dbpedia_3788,dbo:Device,dbo:Biomolecule,0
dbpedia_13365,dbo:Agent,dbo:Person,1
dbpedia_13365,dbo:Agent,dbo:Family,0
dbpedia_13365,dbo:Agent,dbo:Agent,1
dbpedia_13365,dbo:Agent,dbo:AnatomicalStructure,0
dbpedia_19720,dbo:Agent,dbo:Person,1
dbpedia_19720,dbo:Agent,dbo:Family,0
dbpedia_19720,dbo:Agent,dbo:Agent,1
dbpedia_19720,dbo:Agent,dbo:Currency,0
dbpedia_15397,dbo:Agent,dbo:Deity,1
dbpedia_15397,dbo:Agent,dbo:Family,0
dbpedia_15397,dbo:Agent,dbo:Agent,1
dbpedia_15397,dbo:Agent,dbo:MusicalArtist,0
dbpedia_3755,dbo:Agent,dbo:EducationalInstitution,1
dbpedia_3755,dbo:Agent,dbo:PoliticalParty,0
dbpedia_3755,dbo:Agent,dbo:Organisation,1
dbpedia_3755,dbo:Agent,dbo:Family,0
dbpedia_3755,dbo:Agent,dbo:Agent,1
dbpedia_3755,dbo:Agent,dbo:Activity,0
dbpedia_18741,dbo:Location,dbo:Country,1
dbpedia_18741,dbo:Location,dbo:Department,0
dbpedia_18741,dbo:Location,dbo:PopulatedPlace,1
dbpedia_18741,dbo:Location,dbo:SkiResort,0
dbpedia_18741,dbo:Location,dbo:Place,1
dbpedia_18741,dbo:Location,dbo:CelestialBody,0
dbpedia_18741,dbo:Location,dbo:Location,1
dbpedia_18741,dbo:Location,dbo:Media,0
dbpedia_14424,dbo:Location,dbo:River,1
dbpedia_14424,dbo:Location,dbo:River,0
dbpedia_14424,dbo:Location,dbo:Stream,1
dbpedia_14424,dbo:Location,dbo:Lake,0
dbpedia_14424,dbo:Location,dbo:BodyOfWater,1
dbpedia_14424,dbo:Location,dbo:Crater,0
dbpedia_14424,dbo:Location,dbo:NaturalPlace,1
dbpedia_14424,dbo:Location,dbo:SkiResort,0
dbpedia_14424,dbo:Location,dbo:Place,1
dbpedia_14424,dbo:Location,dbo:CelestialBody,0
dbpedia_14424,dbo:Location,dbo:Location,1
dbpedia_14424,dbo:Location,dbo:OfficeHolder,0
dbpedia_8872,dbo:Agent,dbo:SportsLeague,1
dbpedia_8872,dbo:Agent,dbo:PoliticalParty,0
dbpedia_8872,dbo:Agent,dbo:Organisation,1
dbpedia_8872,dbo:Agent,dbo:Family,0
dbpedia_8872,dbo:Agent,dbo:Agent,1
dbpedia_8872,dbo:Agent,dbo:Holiday,0
dbpedia_10076,dbo:Location,dbo:City,1
dbpedia_10076,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_10076,dbo:Location,dbo:Settlement,1
dbpedia_10076,dbo:Location,dbo:Department,0
dbpedia_10076,dbo:Location,dbo:PopulatedPlace,1
dbpedia_10076,dbo:Location,dbo:SkiResort,0
dbpedia_10076,dbo:Location,dbo:Place,1
dbpedia_10076,dbo:Location,dbo:CelestialBody,0
dbpedia_10076,dbo:Location,dbo:Location,1
dbpedia_10076,dbo:Location,dbo:CollegeCoach,0
dbpedia_13072,dbo:Agent,dbo:Person,1
dbpedia_13072,dbo:Agent,dbo:Family,0
dbpedia_13072,dbo:Agent,dbo:Agent,1
dbpedia_13072,dbo:Agent,dbo:Disease,0
dbpedia_17874,dbo:EthnicGroup,dbo:EthnicGroup,1
dbpedia_17874,dbo:EthnicGroup,dbo:Media,0
dbpedia_1070,dbo:Location,dbo:Church,1
dbpedia_1070,dbo:Location,dbo:Temple,0
dbpedia_1070,dbo:Location,dbo:ReligiousBuilding,1
dbpedia_1070,dbo:Location,dbo:ShoppingMall,0
dbpedia_1070,dbo:Location,dbo:Building,1
dbpedia_1070,dbo:Location,dbo:Zoo,0
dbpedia_1070,dbo:Location,dbo:ArchitecturalStructure,1
dbpedia_1070,dbo:Location,dbo:SkiResort,0
dbpedia_1070,dbo:Location,dbo:Place,1
dbpedia_1070,dbo:Location,dbo:CelestialBody,0
dbpedia_1070,dbo:Location,dbo:Location,1
dbpedia_1070,dbo:Location,dbo:SoccerPlayer,0
dbpedia_8006,dbo:MeanOfTransportation,dbo:Ship,1
dbpedia_8006,dbo:MeanOfTransportation,dbo:Ship,0
dbpedia_8006,dbo:MeanOfTransportation,dbo:MeanOfTransportation,1
dbpedia_8006,dbo:MeanOfTransportation,dbo:MountainRange,0
dbpedia_19944,dbo:Work,dbo:TelevisionShow,1
dbpedia_19944,dbo:Work,dbo:Website,0
dbpedia_19944,dbo:Work,dbo:Work,1
dbpedia_19944,dbo:Work,dbo:MountainRange,0
dbpedia_18093,dbo:Agent,dbo:OfficeHolder,1
dbpedia_18093,dbo:Agent,dbo:Architect,0
dbpedia_18093,dbo:Agent,dbo:Person,1
dbpedia_18093,dbo:Agent,dbo:Family,0
dbpedia_18093,dbo:Agent,dbo:Agent,1
dbpedia_18093,dbo:Agent,dbo:CollegeCoach,0
dbpedia_15665,dbo:Agent,dbo:Person,1
dbpedia_15665,dbo:Agent,dbo:Family,0
dbpedia_15665,dbo:Agent,dbo:Agent,1
dbpedia_15665,dbo:Agent,dbo:River,0
dbpedia_2497,dbo:Work,dbo:Film,1
dbpedia_2497,dbo:Work,dbo:Website,0
dbpedia_2497,dbo:Work,dbo:Work,1
dbpedia_2497,dbo:Work,dbo:BaseballTeam,0
dbpedia_1355,dbo:Agent,dbo:Person,1
dbpedia_1355,dbo:Agent,dbo:Family,0
dbpedia_1355,dbo:Agent,dbo:Agent,1
dbpedia_1355,dbo:Agent,dbo:Country,0
dbpedia_5941,dbo:Agent,dbo:Person,1
dbpedia_5941,dbo:Agent,dbo:Family,0
dbpedia_5941,dbo:Agent,dbo:Agent,1
dbpedia_5941,dbo:Agent,dbo:Language,0
dbpedia_15835,dbo:Agent,dbo:Person,1
dbpedia_15835,dbo:Agent,dbo:Family,0
dbpedia_15835,dbo:Agent,dbo:Agent,1
dbpedia_15835,dbo:Agent,dbo:Food,0
dbpedia_14305,dbo:Media,dbo:Media,1
dbpedia_14305,dbo:Media,dbo:Species,0
dbpedia_6545,dbo:Name,dbo:GivenName,1
dbpedia_6545,dbo:Name,dbo:Surname,0
dbpedia_6545,dbo:Name,dbo:Name,1
dbpedia_6545,dbo:Name,dbo:Language,0
dbpedia_3277,dbo:Agent,dbo:Person,1
dbpedia_3277,dbo:Agent,dbo:Family,0
dbpedia_3277,dbo:Agent,dbo:Agent,1
dbpedia_3277,dbo:Agent,dbo:OfficeHolder,0
dbpedia_19472,dbo:Agent,dbo:Person,1
dbpedia_19472,dbo:Agent,dbo:Family,0
dbpedia_19472,dbo:Agent,dbo:Band,1
dbpedia_19472,dbo:Agent,dbo:Architect,0
dbpedia_19472,dbo:Agent,dbo:Agent,1
dbpedia_19472,dbo:Agent,dbo:Person,0
dbpedia_12595,dbo:Location,dbo:Island,1
dbpedia_12595,dbo:Location,dbo:Department,0
dbpedia_12595,dbo:Location,dbo:PopulatedPlace,1
dbpedia_12595,dbo:Location,dbo:SkiResort,0
dbpedia_12595,dbo:Location,dbo:Place,1
dbpedia_12595,dbo:Location,dbo:CelestialBody,0
dbpedia_12595,dbo:Location,dbo:Location,1
dbpedia_12595,dbo:Location,dbo:MedicalSpecialty,0
dbpedia_14306,dbo:Location,dbo:PowerStation,1
dbpedia_14306,dbo:Location,dbo:Airport,0
dbpedia_14306,dbo:Location,dbo:Infrastructure,1
dbpedia_14306,dbo:Location,dbo:Zoo,0
dbpedia_14306,dbo:Location,dbo:ArchitecturalStructure,1
dbpedia_14306,dbo:Location,dbo:SkiResort,0
dbpedia_14306,dbo:Location,dbo:Place,1
dbpedia_14306,dbo:Location,dbo:CelestialBody,0
dbpedia_14306,dbo:Location,dbo:Location,1
dbpedia_14306,dbo:Location,dbo:SoccerClub,0
dbpedia_6756,dbo:Location,dbo:State,1
dbpedia_6756,dbo:Location,dbo:Department,0
dbpedia_6756,dbo:Location,dbo:PopulatedPlace,1
dbpedia_6756,dbo:Location,dbo:SkiResort,0
dbpedia_6756,dbo:Location,dbo:Place,1
dbpedia_6756,dbo:Location,dbo:CelestialBody,0
dbpedia_6756,dbo:Location,dbo:Location,1
dbpedia_6756,dbo:Location,dbo:Disease,0
dbpedia_14893,dbo:Agent,dbo:Person,1
dbpedia_14893,dbo:Agent,dbo:Family,0
dbpedia_14893,dbo:Agent,dbo:Agent,1
dbpedia_14893,dbo:Agent,dbo:Award,0
dbpedia_21523,dbo:Agent,dbo:Person,1
dbpedia_21523,dbo:Agent,dbo:Family,0
dbpedia_21523,dbo:Agent,dbo:Agent,1
dbpedia_21523,dbo:Agent,dbo:Person,0
dbpedia_13546,dbo:Name,dbo:GivenName,1
dbpedia_13546,dbo:Name,dbo:Surname,0
dbpedia_13546,dbo:Name,dbo:Name,1
dbpedia_13546,dbo:Name,dbo:Disease,0
dbpedia_21411,dbo:Location,dbo:City,1
dbpedia_21411,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_21411,dbo:Location,dbo:Settlement,1
dbpedia_21411,dbo:Location,dbo:Department,0
dbpedia_21411,dbo:Location,dbo:PopulatedPlace,1
dbpedia_21411,dbo:Location,dbo:SkiResort,0
dbpedia_21411,dbo:Location,dbo:Place,1
dbpedia_21411,dbo:Location,dbo:CelestialBody,0
dbpedia_21411,dbo:Location,dbo:Location,1
dbpedia_21411,dbo:Location,dbo:MedicalSpecialty,0
dbpedia_20112,dbo:Location,dbo:City,1
dbpedia_20112,dbo:Location,dbo:HistoricalSettlement,0
dbpedia_20112,dbo:Location,dbo:Settlement,1
dbpedia_20112,dbo:Location,dbo:Department,0
dbpedia_20112,dbo:Location,dbo:PopulatedPlace,1
dbpedia_20112,dbo:Location,dbo:SkiResort,0
dbpedia_20112,dbo:Location,dbo:Place,1
dbpedia_20112,dbo:Location,dbo:CelestialBody,0
dbpedia_20112,dbo:Location,dbo:Location,1
dbpedia_20112,dbo:Location,dbo:Agent,0
dbpedia_12749,dbo:PersonFunction,dbo:Profession,1
dbpedia_12749,dbo:PersonFunction,dbo:Profession,0
dbpedia_12749,dbo:PersonFunction,dbo:PersonFunction,1
dbpedia_12749,dbo:PersonFunction,dbo:Species,0
dbpedia_11999,dbo:PersonFunction,dbo:Profession,1
dbpedia_11999,dbo:PersonFunction,dbo:Profession,0
dbpedia_11999,dbo:PersonFunction,dbo:PersonFunction,1
